CODICESCUOLA,DENOMINAZIONESCUOLA,DESCRIZIONECOMUNE,PROVINCIA,REGIONE,CLASSE_KEY,COMBINAZIONE_NORM,CLASSE_DISPLAY,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,2A,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2A - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,2B,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2B - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,2C,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2C - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,3A,ENOG. E OSP. ALB. (ENOGASTRONOMIA),3A - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,3A,ENOG. E OSP. ALB. (SERVIZI SALA E VENDITA),3A - ENOG. E OSP. ALB. (SERVIZI SALA E VENDITA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,4A,ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),4A - ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,4A,ENOG. E OSP. ALB. (ENOGASTRONOMIA),4A - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,5A,ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),5A - ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,5A,ENOG. E OSP. ALB. (ENOGASTRONOMIA),5A - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH011015,IP SERV.ALB. E RIST.MARCONIA DI PISTICCI,PISTICCI,MATERA,BASILICATA,5A,ENOG. E OSP. ALB. (SERVIZI SALA E VENDITA),5A - ENOG. E OSP. ALB. (SERVIZI SALA E VENDITA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS011001,"I.I.S. ""PISTICCI - MONTALBANO"""
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,1A,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,1A - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,1B,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,1B - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,1C,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,1C - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,2A,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2A - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,2B,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2B - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,2C,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2C - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,2D,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2D - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,3AAT,ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),3AAT - ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,3AE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),3AE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,3ASV,ENOG. E OSP. ALB. (ENOGASTRONOMIA),3ASV - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,3BE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),3BE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,3DP,ENOG. E OSP. ALB. (ENOGASTRONOMIA),3DP - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,4AAT,ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),4AAT - ENOG. E OSP. ALB. (ACCOGLIENZA TURISTICA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,4AE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),4AE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,4ASV,ENOG. E OSP. ALB. (ENOGASTRONOMIA),4ASV - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,4BE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),4BE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,4BSV,ENOG. E OSP. ALB. (ENOGASTRONOMIA),4BSV - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,5AE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),5AE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,5ASV,ENOG. E OSP. ALB. (ENOGASTRONOMIA),5ASV - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,5BE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),5BE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,5CE,ENOG. E OSP. ALB. (ENOGASTRONOMIA),5CE - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH01401L,"IP SERV.ALB. E RIST. ""A.TURI"" - MATERA",MATERA,MATERA,BASILICATA,5DP,ENOG. E OSP. ALB. (ENOGASTRONOMIA),5DP - ENOG. E OSP. ALB. (ENOGASTRONOMIA),IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH014501,"IP SERV. ALB. E RIST ""TURI"" CORSO SERALE",MATERA,MATERA,BASILICATA,1AES,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,1AES - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRH014501,"IP SERV. ALB. E RIST ""TURI"" CORSO SERALE",MATERA,MATERA,BASILICATA,5AES,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,5AES - ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,1MAT,MANUTENZIONE E ASSISTENZA TECNICA QUADRIENNALE,1MAT - MANUTENZIONE E ASSISTENZA TECNICA QUADRIENNALE,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,1OD,ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,1OD - ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,2MAT,MANUTENZIONE E ASSISTENZA TECNICA,2MAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,2OD,ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,2OD - ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,3OD,ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,3OD - ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,3SC,SERVIZI COMMERCIALI,3SC - SERVIZI COMMERCIALI,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,4OD,ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,4OD - ARTI AUSILIARIE DELLE PROF. SAN.: ODONTOTECNICO,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,4SC,SERVIZI COMMERCIALI,4SC - SERVIZI COMMERCIALI,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI00201T,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,5OD,SERVIZI COMMERCIALI,5OD - SERVIZI COMMERCIALI,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI002506,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,1MATS,MANUTENZIONE E ASSISTENZA TECNICA,1MATS - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI002506,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,3MATS,MANUTENZIONE E ASSISTENZA TECNICA,3MATS - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI002506,ISTITUTO OMNICOMPRENSIVO DI STIGLIANO,STIGLIANO,MATERA,BASILICATA,5MATS,MANUTENZIONE E ASSISTENZA TECNICA,5MATS - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS002006,"I.I.S.""FELICE ALDERISIO""- I.O. STIGLIANO"
MTRI014014,"I.P. ARTIG.""L.DA VINCI""-""I.MORRA"" MATERA",MATERA,MATERA,BASILICATA,1AMAT,MANUTENZIONE ED ASSISTENZA TECNICA (BIENNIO COMUNE,1AMAT - MANUTENZIONE ED ASSISTENZA TECNICA (BIENNIO COMUNE,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI014014,"I.P. ARTIG.""L.DA VINCI""-""I.MORRA"" MATERA",MATERA,MATERA,BASILICATA,2AMAT,MANUTENZIONE ED ASSISTENZA TECNICA (BIENNIO COMUNE,2AMAT - MANUTENZIONE ED ASSISTENZA TECNICA (BIENNIO COMUNE,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI014014,"I.P. ARTIG.""L.DA VINCI""-""I.MORRA"" MATERA",MATERA,MATERA,BASILICATA,3AMAT,MANUTENZIONE E ASSISTENZA TECNICA,3AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI014014,"I.P. ARTIG.""L.DA VINCI""-""I.MORRA"" MATERA",MATERA,MATERA,BASILICATA,4AMAT,MANUTENZIONE E ASSISTENZA TECNICA,4AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI014014,"I.P. ARTIG.""L.DA VINCI""-""I.MORRA"" MATERA",MATERA,MATERA,BASILICATA,5AMAT,MANUTENZIONE E ASSISTENZA TECNICA,5AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI014014,"I.P. ARTIG.""L.DA VINCI""-""I.MORRA"" MATERA",MATERA,MATERA,BASILICATA,5BMAT,MANUTENZIONE E ASSISTENZA TECNICA,5BMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01400C,"I.I.S. ""A. TURI - I. MORRA"" MATERA"
MTRI01601Q,"I.P. IND.ART.""F. CASSOLA""-FERRANDINA",FERRANDINA,MATERA,BASILICATA,1MAT,MANUTENZIONE E ASSISTENZA TECNICA,1MAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS016004,I.I.S. BERNALDA - FERRANDINA
MTRI01601Q,"I.P. IND.ART.""F. CASSOLA""-FERRANDINA",FERRANDINA,MATERA,BASILICATA,2MAT,MANUTENZIONE E ASSISTENZA TECNICA,2MAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS016004,I.I.S. BERNALDA - FERRANDINA
MTRI01601Q,"I.P. IND.ART.""F. CASSOLA""-FERRANDINA",FERRANDINA,MATERA,BASILICATA,3MAT,MANUTENZIONE E ASSISTENZA TECNICA,3MAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS016004,I.I.S. BERNALDA - FERRANDINA
MTRI01601Q,"I.P. IND.ART.""F. CASSOLA""-FERRANDINA",FERRANDINA,MATERA,BASILICATA,4MAT,MANUTENZIONE E ASSISTENZA TECNICA,4MAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS016004,I.I.S. BERNALDA - FERRANDINA
MTRI01601Q,"I.P. IND.ART.""F. CASSOLA""-FERRANDINA",FERRANDINA,MATERA,BASILICATA,5MAT,MANUTENZIONE E ASSISTENZA TECNICA,5MAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS016004,I.I.S. BERNALDA - FERRANDINA
MTRI016504,IP IND.ART.F. CORSO SERALE -FERRANDINA,FERRANDINA,MATERA,BASILICATA,4AS,MAUTENZIONE ED ASSISTENZA TECNICA (SERALE),4AS - MAUTENZIONE ED ASSISTENZA TECNICA (SERALE),IST PROF INDUSTRIA E ARTIGIANATO,MTIS016004,I.I.S. BERNALDA - FERRANDINA
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,1AMAT,MANUTENZIONE E ASSISTENZA TECNICA,1AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,1AMI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,1AMI - INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,1ASSS,SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),1ASSS - SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,2AMAT,MANUTENZIONE E ASSISTENZA TECNICA,2AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,2AMI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,2AMI - INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,2ASSS,SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),2ASSS - SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,3AMAT,MANUTENZIONE E ASSISTENZA TECNICA,3AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,3AMI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,3AMI - INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,3ASSS,SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),3ASSS - SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,4AMAT,MANUTENZIONE E ASSISTENZA TECNICA,4AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,4AMI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,4AMI - INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,4ASSS,SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),4ASSS - SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,5AMAT,MANUTENZIONE E ASSISTENZA TECNICA,5AMAT - MANUTENZIONE E ASSISTENZA TECNICA,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,5AMI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,5AMI - INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
MTRI01801B,"I.P.IND.E ART. ""PITAGORA"" -POLICORO",POLICORO,MATERA,BASILICATA,5ASSS,SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),5ASSS - SERVIZI PER LA SANITA' E L'ASS. SOCIALE (ING/FRA),IST PROF INDUSTRIA E ARTIGIANATO,MTIS01800Q,"I.I.S. ""POLICORO - TURSI"""
